index,authors,title,publish_date,description,main_story,url
5659,"['Reporter The Canadian Press', 'Stephanie Taylor Is A Canadian Press Reporter Based In Saskatchewan...",A good kid': Saskatchewan community rallies for Colby Cave's family,2020-04-13,Members of the community formed a line of vehicles on Highway 16 to support the returning family of ...,A lineup of vehicles stretching several kilometres along a Saskatchewan highway greeted family membe...,https://www.cbc.ca/news/canada/saskatchewan/edomonton-oilers-colby-cave-tribute-battleford-1.5531149
5660,[],Private dog parks get boost as Edmonton closes fenced off-leash parks,2020-04-06,Some dog boarders have turned into private dog parks to supplement their income as COVID-19 grinds b...,Some pet boarders are turning into private dog parks to supplement their income as COVID-19 grinds b...,https://www.cbc.ca/news/canada/edmonton/private-dog-parks-covid-19-1.5522814
5661,[],COVID-19 prompts ban on at-sea observers from Canadian fishing vessels,2020-04-07,The federal government has temporarily set aside its requirement for at-sea observers in Canadian co...,The federal government has temporarily set aside its requirement for at-sea observers in Canadian co...,https://www.cbc.ca/news/canada/nova-scotia/canada-bans-at-sea-observers-fisheries-covid-19-1.5524009
5662,[],"Creditor protection buys Dominion Diamond time, but an uncertain future lies ahead",2020-04-24,"Dominion Diamonds, one of the world's largest rough diamond producers, and most important employers ...","Dominion Diamonds, one of the world's largest rough diamond producers, and most important employers ...",https://www.cbc.ca/news/canada/north/dominion-diamond-creditor-protection-analysis-1.5543280
5663,[],"COVID-19 in Quebec: 'We need you,' Legault appeals to health-care workers to help in seniors' homes",2020-04-14,"With 1,250 staff at CHSLDs sick and unable to work, Premier François Legault is urging people with h...","Quebec has 14,248 confirmed cases of COVID-19. A total of 435 people have died. There are 936 peopl...",https://www.cbc.ca/news/canada/montreal/covid-19-quebec-april-14-1.5531319
5664,"['Reporter', 'Cbc Toronto', 'Natalie Is A Storyteller Who Spent The Last Few Years In Montreal Cover...","The COVID-19 pandemic: What it is, who's at risk, and how you can protect yourself",2020-03-12,"Here's a breakdown of what COVID-19 is, who is most at risk of catching it, and most importantly, wh...","Now that the World Health Organization has declared the novel coronavirus outbreak a pandemic, shutt...",https://www.cbc.ca/news/canada/toronto/covid19-disease-outbreak-epidemic-illness-respiratory-1.54945...
5665,['Cbc News'],"Former military commanders offer ideas for keeping sane, healthy in COVID-19 lockdown",2020-04-05,"If you're feeling a confined because the coronvirus lockdown, two former military commanders says so...",Are you climbing the walls yet? Living and working in the same space with family in ever-present pro...,https://www.cbc.ca/news/politics/covid19-family-lessons-1.5522207
5666,[],More than 900 meals served to Cape Breton students as part of new program,2020-04-17,A pilot of the virtual school meal program has been operating in three communities for about a week....,Since Good Friday more than 900 meals have been served to Cape Breton students who relied on school ...,https://www.cbc.ca/news/canada/nova-scotia/cape-breton-school-meal-program-students-home-delivery-1....
5667,['Cbc News'],COVID-19 pandemic forces 50th anniversary of annual B.C. art show to move online,2020-04-20,The Organizer of Cowichan Valley Fine Arts Show says the silver lining is now people who were unable...,"Every spring for the last five decades, the Cowichan Valley Arts Council on Vancouver Island has inv...",https://www.cbc.ca/news/canada/british-columbia/cowichan-valley-art-fair-online-1.5538575
5668,"['City Hall Reporter', 'Lauren Pelley Is A Cbc Reporter Based In Toronto. Currently Covering', 'Prev...","It's challenging': Team braves wind, snow, lineups at drive-thru COVID-19 test centre",2020-04-17,"As the province is pushing to boost COVID-19 testing numbers, outdoor drive-thru facilities are offe...","Standing beside a charcoal grey sedan, Marilyn DeMelo offers a warning to the young woman driving th...",https://www.cbc.ca/news/canada/toronto/it-s-challenging-team-braves-wind-snow-lineups-at-drive-thru-...
5669,[],"Impact to Alberta's oil and gas could put Canada on brink of recession, says Conference Board",2020-03-17,"The impact to Alberta's energy sector due to COVID-19 and oil prices could put the country on the ""b...",The impact to Alberta's energy sector due to COVID-19 and the oil price war could put the country on...,https://www.cbc.ca/news/canada/calgary/alberta-oil-gas-covid-19-opec-russia-economy-recession-1.5500...
5670,['Cbc News'],Get informed on the top stories of the day in one quick scan,2020-01-28,"In today's Morning Brief, we look at Erin O'Toole's positioning in the Conservative Party leadership...",Good morning! This is our daily news roundup with everything you need to know in one concise read. S...,https://www.cbc.ca/news/morning-brief-january-28-2020-1.5442694
5671,[],Petitions demand UBC suspend regular classes over COVID-19 spread,2020-03-12,"The university says it's preparing to potentially move classes online, but it's business as usual fo...",Two petitions circulating online are pleading with the University of British Columbia to protect the...,https://www.cbc.ca/news/canada/british-columbia/covid-19-ubc-petitions-1.5494723
5672,['Cbc News'],"Free webinar for business leaders through pandemic offered by University of Guelph, Chamber of Comme...",2020-04-14,A free webinar will be offered to business and not-for-profit leaders in Guelph to help them through...,A few webinars will be offered on a weekly basis for Guelph businesses leaders to help them lead dur...,https://www.cbc.ca/news/canada/kitchener-waterloo/free-webinar-guelph-business-leaders-covid-19-1.55...
5673,['Thomson Reuters'],"Previously unknown virus may be causing pneumonia outbreak in China, WHO says",2020-01-09,"A preliminary investigation has now identified the respiratory disease as a new type of coronavirus,...",A cluster of more than 50 pneumonia cases in China's central Wuhan city may be due to a newly emergi...,https://www.cbc.ca/news/health/pneumonia-china-coronavirus-possibility-1.5420520
5674,['Cbc News'],"B.C. faith leaders urged to limit physical contact, host smaller congregations",2020-03-12,"No sweeping bans of large gatherings, but province discourages events with 1,000 people or more.","The B.C. government is urging faith leaders to limit the size of congregations to less than 1,000 pe...",https://www.cbc.ca/news/canada/british-columbia/b-c-faith-leaders-urged-to-limit-physical-contact-ho...
5675,[],I like challenges': Winnipeg businesses give back while fighting off financial disaster,2020-04-24,"The economy has taken a wallop from the COVID-19 pandemic, with physical distancing rules changing s...","They are businesses in different markets with different challenges during the current health crisis,...",https://www.cbc.ca/news/canada/manitoba/winnipeg-business-covid-charity-financial-crisis-1.5543152
5676,['Cbc News'],The city is looking for affordable rental units. Can you help?,2020-04-20,"The City of London is calling on landlords, developers and builders to identify affordable housing o...","The City of London is calling on landlords, developers and builders to identify affordable housing o...",https://www.cbc.ca/news/canada/london/the-city-is-looking-for-affordable-rental-units-can-you-help-1...
5677,['Cbc News'],"Major organization like Red Cross needed to run Victoria homeless camp, prevent COVID-19 outbreak, d...",2020-04-20,Physician Ami Brosseau is worried there will be a COVID-19 outbreak at a designated homeless camp in...,"""It is ostensibly a refugee camp."" That is how physician Ami Brosseau describes the situation at Vic...",https://www.cbc.ca/news/canada/british-columbia/topaz-park-outbreak-concerns-1.5538259
5678,"['Taryn Grant Is A Halifax-Based Reporter', 'Web Writer For Cbc Nova Scotia.', 'Follow Taryn On Twit...",Sobeys investigating Cape Breton Foodland for keeping disinfectant off store shelves,2020-04-11,"Owners of the Foodland in Sydney Mines, N.S. sold Lysol products directly to friends and family from...",Sobeys is investigating one of its franchisees for selling disinfectant products directly to friends...,https://www.cbc.ca/news/canada/nova-scotia/sobeys-investigating-cape-breton-foodland-disinfectant-st...
5679,['Cbc News'],Sask. government allowing remote witnessing of wills,2020-04-20,"Due to the physical distancing rules of the COVID-19 pandemic, Saskatchewan is allowing for remote w...","Saskatchewan is allowing for remote witnessing of wills, due to the physical distancing rules of the...",https://www.cbc.ca/news/canada/saskatchewan/sask-remote-wills-1.5538475
5680,"['Investigative Reporter', 'Cbc Manitoba I-Team', 'Caroline Began Her Career Co-Hosting An Internet ...",Winnipeg Transit buses taped off in an 'abundance of caution' amid fears of COVID-19 exposure,2020-03-19,The Amalgamated Transit Union says several Winnipeg Transit buses have been taped off and quarantine...,A Winnipeg Transit driver is in self-isolation after reporting he had flu-like symptoms Wednesday ev...,https://www.cbc.ca/news/canada/manitoba/winnipeg-transit-buses-taped-off-1.5502900
5681,[],"14 people have died from COVID-19 in Waterloo region, positive cases rise to 353",2020-04-14,Fourteen people in Waterloo region have died due to COVID-19. The three newest deaths are people who...,"Three more people have died in Waterloo region due to COVID-19, bringing the total to 14. New number...",https://www.cbc.ca/news/canada/kitchener-waterloo/what-you-need-to-know-covid-19-waterloo-region-apr...
5682,"['Adam Hunter Is The Provincial Affairs Reporter At Cbc Saskatchewan', 'Based In Regina. He Has Been...",NDP calls for Sask. government to co-ordinate manufacturing of non-medical masks for public,2020-04-06,"As calls for non-medical mask-wearing increase across Canada, the Saskatchewan NDP is calling on the...","As calls for non-medical mask-wearing increase across Canada, the Saskatchewan NDP is calling on the...",https://www.cbc.ca/news/canada/saskatchewan/sask-ndp-non-medical-mask-1.5523637
5683,[],"Mayor of Vancouver calls on province to create rent bank, ban tenant evictions during pandemic",2020-03-19,Ottawa announced it will release emergency funds and banks have agreed to allow mortgage payment def...,Many British Columbia renters are worried about how to keep a roof over their head during the COVID-...,https://www.cbc.ca/news/canada/british-columbia/kennedy-stewart-ban-rental-evictions-covid-19-1.5502...
5684,"['Carolyn Ray Is A Videojournalist Who Has Reported Out Of Three Provinces', 'Two Territories', 'Is ...",Halifax mayor pledges to cut $190K salary during pandemic crisis,2020-04-16,Halifax's mayor and a city councillor say they are taking voluntary pay cuts as the municipality gra...,Halifax's mayor and a city councillor say they are taking voluntary pay cuts as the municipality gra...,https://www.cbc.ca/news/canada/nova-scotia/halifax-mayor-taking-cut-to-190k-salary-during-pandemic-1...
5685,[],COVID-19 prompts ban on at-sea observers from Canadian fishing vessels,2020-04-07,The federal government has temporarily set aside its requirement for at-sea observers in Canadian co...,The federal government has temporarily set aside its requirement for at-sea observers in Canadian co...,https://www.cbc.ca/news/canada/nova-scotia/canada-bans-at-sea-observers-fisheries-covid-19-1.5524009
5686,['Connell Smith Is A Reporter With Cbc In Saint John. He Can Be Reached At Connell.Smith Cbc.Ca'],Situation changing 'by the hour' as seafood industry reels under Covid-19 threat,2020-03-13,New Brunswick's seafood industry is reeling as the corona virus fallout spreads in traditional marke...,New Brunswick's seafood industry is reeling as the coronavirus fallout spreads in traditional market...,https://www.cbc.ca/news/canada/new-brunswick/seafood-corona-virus-processing-plants-1.5497294
5687,['Cbc News'],"Thunder Bay District Health Unit confirms 2 news cases of COVD-19, bringing total to 25",2020-04-10,The Thunder Bay District Health Unit (TBDHU) has confirmed two additional cases of COVID-19 in the T...,The Thunder Bay District Health Unit (TBDHU) on Friday confirmed two additional cases of COVID-19 in...,https://www.cbc.ca/news/canada/thunder-bay/thunder-bay-new-covid-19-1.5529338
5688,['The Canadian Press'],2 ticketed in Delta for allegedly reselling masks at inflated prices,2020-04-04,"Police in Delta, B.C., say it was ""troubling'' to catch two people this week allegedly reselling box...","Police in Delta, B.C., say it was ""troubling'' to catch two people this week allegedly reselling box...",https://www.cbc.ca/news/canada/british-columbia/2-ticketed-in-delta-for-allegedly-reselling-masks-at...
5689,['Cbc News'],"TVDSB closing all buildings, including daycares, in wake of COVID-19",2020-03-13,The Thames Valley District School Board will close its buildings to the public from March 14 through...,The Thames Valley District School Board will close its buildings to the public from March 14 through...,https://www.cbc.ca/news/canada/london/tvdsb-closing-all-buildings-including-daycares-in-wake-of-covi...
5690,"['Reporter Editor', 'Born', 'Raised In Thunder Bay', 'Jeff Is Proud To Work In His Hometown', 'As We...","2 new cases of COVID-19 confirmed in Red Lake, Ont.",2020-04-06,The Northwestern Health Unit (NWHU) confirmed Monday that two cases of COVID-19 have been found in R...,The Northwestern Health Unit (NWHU) confirmed Monday that two cases of COVID-19 have been found in R...,https://www.cbc.ca/news/canada/thunder-bay/red-lake-covid-cases-1.5523272
5691,['Cbc News'],"McDonald's employee tests positive for COVID-19, shuttering Dougall Avenue location",2020-04-10,"An employee a a Windsor, Ont. McDonald's location has tested positive for COVID-19.","An employee at a Windsor, Ont. McDonald's location has tested positive for COVID-19. According to th...",https://www.cbc.ca/news/canada/windsor/dougall-mcdonalds-employee-covid-19-1.5529254
5692,['Cbc News'],Recycling is back on track: St. John's to resume curbside pickups,2020-04-16,Roughly a month after the City of St. John's stopped curbside recycling as part of its COVID-19 meas...,Roughly one month after the City of St. John's stopped curbside recycling as part of its COVID-19 me...,https://www.cbc.ca/news/canada/newfoundland-labrador/curbside-recycling-st-johns-1.5534090
5693,"['Digital Reporter', 'Sam Juric Is A Digital Reporter With Cbc P.E.I.', 'Can Be Reached At Samantha....",8 of 22 of COVID-19 cases on P.E.I. considered recovered,2020-04-06,"Eight of the 22 COVID-19 cases on P.E.I. are considered recovered, said Dr. Heather Morrison, P.E.I....","Eight of the 22 COVID-19 cases on P.E.I. are considered recovered, said Dr. Heather Morrison, P.E.I....",https://www.cbc.ca/news/canada/prince-edward-island/pei-monday-april-6-briefing-1.5523201
5694,[],Private dog parks get boost as Edmonton closes fenced off-leash parks,2020-04-06,Some dog boarders have turned into private dog parks to supplement their income as COVID-19 grinds b...,Some pet boarders are turning into private dog parks to supplement their income as COVID-19 grinds b...,https://www.cbc.ca/news/canada/edmonton/private-dog-parks-covid-19-1.5522814
5695,['Nicola Macleod Is A Reporter With Cbc In P.E.I.'],P.E.I. confirms 2nd case of COVID-19,2020-03-19,"The second case of COVID-19 has been confirmed on P.E.I., says Dr. Heather Morrison.","The second case of COVID-19 has been confirmed on P.E.I., says Dr. Heather Morrison. The patient is ...",https://www.cbc.ca/news/canada/prince-edward-island/pei-morrison-update-march19-1.5502799
5696,['Cbc News'],"N.B. COVID-19 roundup: Province sees 1 new case, recoveries reach 60",2020-04-10,"New Brunswick has one new case of COVID-19, bringing the total to 112, the province said Friday.","New Brunswick has one new case of COVID-19, bringing the total to 112, the provincial government sai...",https://www.cbc.ca/news/canada/new-brunswick/new-brunswick-covid-19-cases-1.5529222
5697,['Cbc News'],"3 new COVID-19 cases, as N.L. heads into long weekend",2020-04-10,"There are no in-person daily updates until Monday, as Premier Dwight Ball said people need to take a...","There are three new cases of COVID-19 in Newfoundland and Labrador, according to the latest informat...",https://www.cbc.ca/news/canada/newfoundland-labrador/newfoundland-labrador-covid-april-10-1.5529148
5698,"['Rafferty Baker Is A Video Journalist With Cbc News', 'Based In Vancouver. You Can Find His Stories...",Vancouver Aquarium gets $600K in donations — enough for 2.5 weeks of animal care,2020-04-24,"The Vancouver Aquarium says it has received about $600,000 dollars in donations from the public — mo...",The Vancouver Aquarium has received a flood of support from the public since it announced its precar...,https://www.cbc.ca/news/canada/british-columbia/aquarium-donations-covid-19-1.5543207
5699,[],Community officials respond to first COVID-19 case in Sioux Lookout,2020-04-06,Sioux Lookout municipal officials and health centre staff say they have been preparing to handle COV...,Sioux Lookout municipal officials and health centre staff say they have been preparing to handle COV...,https://www.cbc.ca/news/canada/thunder-bay/community-officials-first-covid-19-case-sioux-lookout-1.5...
5700,[],Canada building its own PPE network in China,2020-04-13,When Cargojet flight 1392 touched down in Hamilton on Saturday it brought with it millions of badly ...,"Note: This story was updated with new information on April 16, 2020. When Cargojet flight 1392 touch...",https://www.cbc.ca/news/politics/canada-building-own-ppe-supply-chain-in-china-1.5530259
5701,['Cbc News'],Car insurer Allstate offering customers 15% discounts during COVID-19 lockdown,2020-04-06,Insurance company Allstate is offering its U.S. customers a 15 per cent discount on their bills for ...,Insurance company Allstate is offering its U.S. customers a 15 per cent discount on their bills for ...,https://www.cbc.ca/news/business/allstate-car-insurance-pandemic-1.5523118
5702,['Cbc News'],Edmonton's Mama T. Rex hopes to prey on pandemic blues,2020-04-23,"Giggles fill the air on a sunny afternoon in the south Edmonton community of Summerside, as a bright...","Giggles fill the air on a sunny afternoon in the south Edmonton community of Summerside, as a bright...",https://www.cbc.ca/news/canada/edmonton/edmonton-s-mama-t-rex-hopes-to-prey-on-pandemic-blues-1.5543...
5703,"['Briar Stewart Is A Senior Reporter With Cbc News.', 'For More Than A Decade', 'She Has Been Coveri...",Researchers study whether 'life in lockdown' is making us more active outside,2020-04-20,Researchers from the University of the Fraser Valley are surveying people about their physical activ...,"A team of researchers, including two professors from the University of the Fraser Valley, is surveyi...",https://www.cbc.ca/news/canada/british-columbia/researchers-study-physical-activity-during-the-pande...
5704,['Cbc News'],City of Vancouver to provide cleaning and meals to Downtown Eastside SROs to slow COVID-19,2020-04-03,The City of Vancouver has secured contracts to provide regular cleaning and meal delivery to residen...,The City of Vancouver has secured contracts to provide regular cleaning and meal delivery to residen...,https://www.cbc.ca/news/canada/british-columbia/vancouver-mayor-covid-response-cleaning-meals-dtes-1...
5705,['Cbc News'],City of Vancouver to provide cleaning and meals to Downtown Eastside SROs to slow COVID-19,2020-04-03,The City of Vancouver has secured contracts to provide regular cleaning and meal delivery to residen...,The City of Vancouver has secured contracts to provide regular cleaning and meal delivery to residen...,https://www.cbc.ca/news/canada/british-columbia/vancouver-mayor-covid-response-1.5521008
5706,[],"Council goes ahead with property tax shift, votes to allow Calgarians to defer payments until fall",2020-04-07,City council voted Monday to allow Calgarians to defer their property tax payments from June 30 unti...,City council voted Monday to go ahead with a planned property tax hike for homeowners to help busine...,https://www.cbc.ca/news/canada/calgary/calgary-property-taxes-1.5524174
5707,[],"WHO set pandemic response back by 2-3 weeks, says doctor on new federal task force",2020-04-23,One of Canada’s leading doctors and a key member of the COVID-19 Immunity Task Force says the World ...,A prominent physician and key member of Canada's COVID-19 Immunity Task Force says the World Health ...,https://www.cbc.ca/news/politics/naylor-china-who-data-trust-1.5543281
5708,"['Ap Journalist', 'Heidi Atter Is A Journalist Working In Regina. She Started With Cbc Saskatchewan ...","Sask. non-profits struggling, yet providing, during COVID-19 pandemic",2020-04-16,A Regina non-profit has seen an increase in donations while a Saskatoon group had to cancel its only...,Non-profits in Saskatchewan are changing how they operate during COVID-19. The pandemic has put some...,https://www.cbc.ca/news/canada/saskatchewan/nonprofits-struggling-yet-providing-during-pandemic-1.55...
5709,['Austin Grabish Landed His First Byline When He Was Just He Joined Cbc In After Freelancing For Sev...,Lawyers raise alarm bells as youth waiting for bail sit in solitary confinement,2020-04-16,Defence lawyers who represent young people involved in Manitoba’s criminal justice system are raisin...,Defence lawyers who represent young people involved in Manitoba's criminal justice system are raisin...,https://www.cbc.ca/news/canada/manitoba/lawyers-raise-concern-youth-remand-isolation-manitoba-1.5532...
5710,[],"Stick to our lane': Yellowknife's mayor focuses on essentials, leaves health orders to territory",2020-04-16,"As the COVID-19 pandemic continues around the world, Yellowknife Mayor Rebecca Alty is focusing on t...","As the COVID-19 pandemic continues, Yellowknife Mayor Rebecca Alty is focusing on the basics — like ...",https://www.cbc.ca/news/canada/north/yellowknife-covid-19-response-health-orders-1.5533907
5711,['Cbc News'],"Employee at Betel Home was false positive for COVID-19, says chief public health officer",2020-04-05,Chief provincial public health officer Dr. Brent Roussin said the test that said COVID-19 had arrive...,"The test that said a worker at a Gimli nursing home had COVID-19 was a false positive, Manitoba's to...",https://www.cbc.ca/news/canada/manitoba/manitoba-covid-19-update-april-5-1.5522614
5712,['The Canadian Press'],Woman scared for brother in Calgary long-term care home with COVID-19 deaths,2020-04-07,A woman says she's terrified for her brother who has a severe mental disability and is living in a C...,A woman says she's terrified for her brother who has a severe mental disability and is living in a C...,https://www.cbc.ca/news/canada/calgary/woman-scared-for-brother-in-long-term-care-home-with-covid-19...
5713,"['Digital Reporter', 'Sam Juric Is A Digital Reporter With Cbc P.E.I.', 'Can Be Reached At Samantha....",Dr. Heather Morrison answers kids' questions about COVID-19,2020-04-07,"On Monday evening, P.E.I. Premier Dennis King was joined by chief public health officer Dr. Heather ...","Since the World Health Organization declared COVID-19 a pandemic nearly a month ago, caregivers acro...",https://www.cbc.ca/news/canada/prince-edward-island/pei-dr-morrison-answers-island-kids-covid-19-que...
5714,[],Dwight Ball says new Bank of Canada program could 'help and support' N.L.,2020-04-16,The Bank of Canada has launched a new initiative to aid provinces struggling with the financial fall...,The Bank of Canada has launched a new initiative to aid provinces struggling with the financial fall...,https://www.cbc.ca/news/canada/newfoundland-labrador/nl-dwight-ball-bank-of-canada-new-initiative-1....
5715,"['Video Journalist', ""Colin Butler Is A Veteran Cbc Reporter Who'S Worked In Moncton"", 'Saint John',...","With all London schools closed, 'distance learning is going to look different'",2020-04-06,"As virtual classes get going for 79,000 students in the Thames Valley District school board, thousan...","Sixth grade wasn't supposed to look like this. If we weren't in the middle of a pandemic, Karly Tho...",https://www.cbc.ca/news/canada/london/london-ontario-virtual-school-1.5523484
5716,"['Reporter Editor', 'Tom Ayers Has Been A Reporter', 'Editor For More Than Years. He Has Spent The L...",Eskasoni First Nation takes steps to declare state of emergency,2020-03-20,The largest Mi'kmaw Nation in Atlantic Canada says it will declare a state of emergency to enforce p...,The Eskasoni First Nation says it will declare a state of emergency to enforce public health measure...,https://www.cbc.ca/news/canada/nova-scotia/eskasoni-first-nation-getting-ready-to-declare-state-of-e...
5717,[],P.E.I. distillery pivots from liquor to hand sanitizer,2020-04-06,"The owner of Deep Roots Distillery on P.E.I. says normally at this time of year, he’d be making spir...","The owner of Deep Roots Distillery on P.E.I. says normally at this time of year, he'd be making spir...",https://www.cbc.ca/news/canada/prince-edward-island/pei-hand-sanitizer-deep-roots-distillery-1.55237...
5718,"['Elizabeth Mcmillan Is A Journalist With Cbc Nova Scotia. Over The Past Years', 'She Has Reported T...",Long-term care homes set up isolation units in fight against COVID-19,2020-04-16,"Seniors residences across Nova Scotia are bracing for the possibility of COVID-19 outbreaks, and fac...","Seniors residences across Nova Scotia are bracing for the possibility of COVID-19 outbreaks, and fac...",https://www.cbc.ca/news/canada/nova-scotia/how-do-covid-19-isolation-units-work-in-nursing-homes-1.5...
5719,"['Reporter Editor', 'Bobhristova Is A Reporter Editor With Cbc Hamilton. Email', 'Bobby.Hristova Cbc...",Niagara Region Public Health refuses to share COVID-19 deaths with the public,2020-04-06,Ontario's information and privacy commissioner is at odds with Niagara Region Public Health — public...,"Niagara Region Public Health is refusing to release the number of local COVID-19 deaths, saying that...",https://www.cbc.ca/news/canada/hamilton/niagara-region-public-health-refuses-to-share-covid-19-death...
5720,[],"COVID-19 not the only economic headwind on the horizon for Manitoba, budget warns",2020-03-19,"The latest Manitoba budget warns of potentially gloomy economic headwinds on the horizon, from the i...","The latest Manitoba budget warns of potentially gloomy economic headwinds on the horizon, from the i...",https://www.cbc.ca/news/canada/manitoba/manitoba-budget-economy-2020-1.5495540
5721,['The Canadian Press'],GO Transit ridership down 90% as people stay home during COVID-19 pandemic,2020-04-13,Ontario's regional transit agency says ridership on its bus and rail network is down to approximatel...,Ontario's regional transit agency says ridership on its bus and rail network is down to approximatel...,https://www.cbc.ca/news/canada/toronto/go-transit-ridership-covid-19-pandemic-1.5530950
5722,"['Enterprise Reporter', 'Bryan Labis An Enterprise Reporter With Cbc Calgary. If You Have A Good Sto...","A bit more urgency': Calgarians inquire about legal preparations for end of life, illness",2020-04-01,"Like most of us, Alyssa Denis had been putting off plans to prepare for her death, but because of CO...","Like most of us, Alyssa Denis had been putting off plans to prepare for her death, but because of CO...",https://www.cbc.ca/news/canada/calgary/covid-19-personal-directive-end-of-life-planning-1.5516635
5723,['Vanessa Blanch Is A Reporter Based In Moncton. She Has Worked Across The Country For Cbc For Years...,It's been rough': Disabled struggling during pandemic with no supports,2020-04-20,"Most of us are finding it difficult to cope during the COVID-19 pandemic, but for people who live wi...","Most of us are finding it difficult to cope during the COVID-19 pandemic, but for people who live wi...",https://www.cbc.ca/news/canada/new-brunswick/disability-new-brunswick-christine-roberts-jayden-moore...
5724,"['Maryse Zeidler Is A Reporter For Cbc News In Vancouver', 'Covering News Across British Columbia. Y...",B.C. companies that don't offer cancellation refunds could be at fault with the law,2020-04-20,When Grouse Mountain cancelled the spring break ski camps Allyson Haug had paid for her two children...,"When Grouse Mountain cancelled the week-long spring break ski camps Allyson Haug had paid nearly $1,...",https://www.cbc.ca/news/canada/british-columbia/b-c-companies-that-don-t-offer-refunds-could-be-at-f...
5725,[],Carleton Place rallies around care home with COVID-19 deaths,2020-04-13,"Signs of support are going up around Stoneridge Manor in Carlteon Place, Ont., where two residents h...","Brendon Pacey makes a daily visit to Stoneridge Manor in Carleton Place, Ont., so he can wave throug...",https://www.cbc.ca/news/canada/ottawa/carleton-place-care-home-covid-19-deaths-1.5530828
5726,['Cbc News'],"We're not protected, we have no sick pay': Manitoba home-care workers want universal access to PPE",2020-04-04,The union representing hundreds of Manitoba home-care workers is calling on the province to ensure t...,The union representing hundreds of Manitoba home-care workers is calling on the province to ensure t...,https://www.cbc.ca/news/canada/manitoba/manitoba-home-care-ppe-covid-19-1.5521877
5727,['Cbc News'],Supply chain strong despite some rising food prices: N.L. wholesaler,2020-04-16,"Some food prices are on the rise and promotional advertising is going down, according to one of Newf...","Some food prices are on the rise and promotional advertising is going down, according to one of Newf...",https://www.cbc.ca/news/canada/newfoundland-labrador/atlantic-grocery-distributors-prices-rise-1.553...
5728,[],City councillor defends decision to go on Caribbean cruise during COVID-19 crisis,2020-03-17,Deputy Mayor Markus Chambers is defending his decision to take a cruise with his family as the COVID...,Deputy Mayor Markus Chambers says if he'd known even two weeks ago what the state of the world would...,https://www.cbc.ca/news/canada/manitoba/city-winnipeg-covid-councillor-chambers-cruise-self-isolatio...
5729,['Cbc News'],Patients can now have virtual appointments with their family doctor,2020-03-17,The provincial government is following Public Health's advice that will allow patients to book virtu...,The provincial government is following Public Health's advice to allow patients to book virtual appo...,https://www.cbc.ca/news/canada/new-brunswick/public-health-doctor-s-appointments-virtual-covid-19-1....
5730,[],Ontario allows auto insurance companies to provide rebates due to pandemic,2020-04-16,Ontario is making a regulatory change that will more easily allow auto insurance companies to provid...,Ontario is making a regulatory change that will more easily allow auto insurance companies to provid...,https://www.cbc.ca/news/canada/toronto/covid-ontario-automotive-insurance-1.5534887
5731,['Helen Pike Joined Cbc Calgary As A Reporter In After Spending Four Years Working As A Print Journa...,Artist project to combat isolation turns loneliness on its ear during pandemic,2020-04-05,The Hibernation Project was conceived as a weekly warm hug in an otherwise cold and snowy city.,The Hibernation Project was conceived as a weekly warm hug in an otherwise cold and snowy city. The ...,https://www.cbc.ca/news/canada/calgary/calgary-hibernation-project-public-art-1.5522345
5732,['Cbc News'],"Sobeys, Loblaws installing Plexiglas cashier shields as grocers ramp up COVID-19 measures",2020-03-20,"Sobeys, Walmart and Loblaws have announced measures to keep their employees safe and respond to cust...","Two major grocery store chains are taking steps to protect their employees from COVID-19, the diseas...",https://www.cbc.ca/news/canada/nova-scotia/sobeys-plastic-shields-loblaws-hours-1.5504233
5733,[],"Ottawa will allow temporary foreign workers, international students into Canada",2020-03-18,"The federal government confirmed Friday that temporary foreign workers, foreigners with work visas a...","EDITORIAL UPDATE: The federal government confirmed on Friday, March 20, that temporary foreign worke...",https://www.cbc.ca/news/canada/montreal/quebec-farmers-covid19-1.5501421
5734,['The Associated Press'],Norwegian musher wins Alaska's Iditarod sled dog race,2020-03-18,"It took Thomas Waerner nine days, 10 hours, 37 minutes and 47 seconds to travel nearly 1,609 kilomet...","Norwegian musher Thomas Waerner easily won the Iditarod Trail Sled Dog Race across Alaska, one of th...",https://www.cbc.ca/news/canada/north/norwegian-musher-wins-iditarod-1.5501359
5735,[],Sask. distillery now brewing rubbing alcohol substitute for frontline health care workers,2020-03-20,Smooth 42 Craft Distillery is typically known for its apple pie moonshine. But now it's brewing a ru...,A Saskatchewan-based distillery is doing what it can to lend a hand in the fight against COVID-19. S...,https://www.cbc.ca/news/canada/saskatchewan/distillery-brews-rubbing-alcohol-substitute-donation-1.5...
5736,"['Kendall Latimer Has Shared Compelling Stories', 'Photos', 'Audio', 'Video With Cbc Saskatchewan Si...",Sask.-born marine biologist stranded on ship at Argentine port until further notice,2020-03-20,Saskatchewan-born marine biologist Jim Zakreski is stuck on a ship about half-a-mile from an Argenti...,"Jim Zakreski is stuck on a ship anchored just under a kilometre out from the city of Ushuaia, Argent...",https://www.cbc.ca/news/canada/saskatchewan/sask-born-marine-biologist-stranded-on-ship-at-argentine...
